Faculty Name,University,Conference,Category,Score,Source File,Matched
Ser-Nam Lim,University of Central Florida,CVPR,Computer Vision & Image Processing,0.5396825396825397,CVPR2024_619_fulln.csv,Yes
Serge J. Belongie,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.625,CVPR2024_619_fulln.csv,Yes
Sergey Levine,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,1.1,CVPR2024_619_fulln.csv,Yes
Seungryong Kim,KAIST,CVPR,Computer Vision & Image Processing,0.5611111111111111,CVPR2024_619_fulln.csv,Yes
Seungryul Baek,UNIST,CVPR,Computer Vision & Image Processing,0.8333333333333333,CVPR2024_619_fulln.csv,Yes
Shai Avidan,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Shai Ben-David,University of Waterloo,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Shanghang Zhang,Peking University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Shaogang Gong,Queen Mary University of London,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Sheldon Andrews,ETS Montreal,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Shengchuan Zhang,Xiamen University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Shengfeng He,Singapore Management University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Shenghua Gao,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.3095238095238095,CVPR2024_619_fulln.csv,Yes
Shi Gu,UESTC,CVPR,Computer Vision & Image Processing,0.7,CVPR2024_619_fulln.csv,Yes
Shibiao Xu,BUPT,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Shih-Fu Chang,Columbia University,CVPR,Computer Vision & Image Processing,0.55,CVPR2024_619_fulln.csv,Yes
Shijian Lu,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Shiliang Zhang,Peking University,CVPR,Computer Vision & Image Processing,0.4166666666666666,CVPR2024_619_fulln.csv,Yes
Shiry Ginosar,TTI Chicago,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_619_fulln.csv,Yes
Shivaram Venkataraman,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Shiyu Chang,Univ. of California - Santa Barbara,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Shohei Nobuhara,Kyoto University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Shubham Tulsiani,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,1.0,CVPR2024_619_fulln.csv,Yes
Shuhang Gu,UESTC,CVPR,Computer Vision & Image Processing,0.9166666666666666,CVPR2024_619_fulln.csv,Yes
Shuhui Wang,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Shuicheng Yan,National University of Singapore,CVPR,Computer Vision & Image Processing,0.8273809523809523,CVPR2024_619_fulln.csv,Yes
Shuran Song,Stanford University,CVPR,Computer Vision & Image Processing,0.6444444444444444,CVPR2024_619_fulln.csv,Yes
Shuting He,SUFE,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Simon Korman,University of Haifa,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Simon Lacoste-Julien,University of Montreal,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Simon Lucey,University of Adelaide,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Simon S. Du,University of Washington,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Simone Calderara,University of Modena and Reggio Emilia,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Sinno Jialin Pan,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Siqi Shen,Xiamen University,CVPR,Computer Vision & Image Processing,0.2222222222222222,CVPR2024_619_fulln.csv,Yes
Sivan Toledo,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Siwei Ma,Peking University,CVPR,Computer Vision & Image Processing,0.625,CVPR2024_619_fulln.csv,Yes
Siyu Huang,Clemson University,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_619_fulln.csv,Yes
Soheil Feizi,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Somesh Jha,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Song-Chun Zhu,Peking University,CVPR,Computer Vision & Image Processing,0.2916666666666666,CVPR2024_619_fulln.csv,Yes
Songhwai Oh,Seoul National University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Srinath Srinivasa,IIIT Bangalore,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Stefan Bauer,TU Munich,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Stefan Gumhold,TU Dresden,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Stefan Lee,Oregon State University,CVPR,Computer Vision & Image Processing,0.4333333333333333,CVPR2024_619_fulln.csv,Yes
Stefan Leutenegger,TU Munich,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Stefan Roth 0001,TU Darmstadt,CVPR,Computer Vision & Image Processing,0.2777777777777778,CVPR2024_619_fulln.csv,Yes
Stefanie Jegelka,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_619_fulln.csv,Yes
Stefano Ermon,Stanford University,CVPR,Computer Vision & Image Processing,4.273809523809525,CVPR2024_619_fulln.csv,Yes
Stefanos Zafeiriou,Imperial College London,CVPR,Computer Vision & Image Processing,3.4833333333333334,CVPR2024_619_fulln.csv,Yes
Stelian Coros,ETH Zurich,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Stephan Mandt,Univ. of California - Irvine,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Stephen Bates,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Stephen Gould,Australian National University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_619_fulln.csv,Yes
Steve Furber,University of Manchester,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Steven M. Seitz,University of Washington,CVPR,Computer Vision & Image Processing,0.65,CVPR2024_619_fulln.csv,Yes
Subhransu Maji,University of Massachusetts Amherst,CVPR,Computer Vision & Image Processing,0.8999999999999999,CVPR2024_619_fulln.csv,Yes
Suha Kwak,POSTECH,CVPR,Computer Vision & Image Processing,3.6666666666666665,CVPR2024_619_fulln.csv,Yes
Sumit Chopra,New York University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Sung Ju Hwang,KAIST,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Sung-Eui Yoon,KAIST,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Sungbin Lim,Korea University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Sunghyun Cho,POSTECH,CVPR,Computer Vision & Image Processing,1.6666666666666663,CVPR2024_619_fulln.csv,Yes
Sungroh Yoon,Seoul National University,CVPR,Computer Vision & Image Processing,0.8999999999999999,CVPR2024_619_fulln.csv,Yes
Sungwoong Kim,Korea University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Supasorn Suwajanakorn,VISTEC,CVPR,Computer Vision & Image Processing,0.75,CVPR2024_619_fulln.csv,Yes
Sven Behnke,University of Bonn,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Svetlana Lazebnik,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Tadayoshi Kohno,University of Washington,CVPR,Computer Vision & Image Processing,0.1111111111111111,CVPR2024_619_fulln.csv,Yes
Tae-Hyun Oh,KAIST,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Taesup Kim,Seoul National University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Takeo Igarashi,University of Tokyo,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Taku Komura,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.8761904761904762,CVPR2024_619_fulln.csv,Yes
Tamim Asfour,Karlsruhe Institute of Technology,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Tao Xiang 0002,University of Surrey,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Tao Zhang,New York Tech,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Tat-Jen Cham,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.3626373626373626,CVPR2024_619_fulln.csv,Yes
Tat-Jun Chin,University of Adelaide,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Tat-Seng Chua,National University of Singapore,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Tatsuya Harada,University of Tokyo,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Taylor Berg-Kirkpatrick,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Terrance E. Boult,UCCS,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Theo Gevers,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Thomas Brox,University of Freiburg,CVPR,Computer Vision & Image Processing,2.6666666666666665,CVPR2024_619_fulln.csv,Yes
Thomas Lukasiewicz,TU Wien,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Thomas Pock,Graz University of Technology,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Thomas Sikora,TU Berlin,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Tianjia Shao,Zhejiang University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Tiberiu Popa,Concordia University,CVPR,Computer Vision & Image Processing,0.75,CVPR2024_619_fulln.csv,Yes
Tiejun Huang 0001,Peking University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Tien-Tsin Wong,Monash University,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_619_fulln.csv,Yes
Tieniu Tan,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.2777777777777778,CVPR2024_619_fulln.csv,Yes
Tobias Ritschel 0001,University College London,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Tom Goldstein,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,2.18015873015873,CVPR2024_619_fulln.csv,Yes
Tomer Michaeli,Technion,CVPR,Computer Vision & Image Processing,1.2,CVPR2024_619_fulln.csv,Yes
Tong-Yee Lee,National Cheng Kung University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Tongliang Liu,University of Sydney,CVPR,Computer Vision & Image Processing,0.6523809523809523,CVPR2024_619_fulln.csv,Yes
Torsten Sattler,Czech Technical University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Trevor Darrell,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,1.7277777777777776,CVPR2024_619_fulln.csv,Yes
Tsuhan Chen,National University of Singapore,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Tzu-Mao Li,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.6833333333333333,CVPR2024_619_fulln.csv,Yes
Ulrich Neumann,University of Southern California,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Venkatesh Saligrama,Boston University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Vincent Lepetit,Graz University of Technology,CVPR,Computer Vision & Image Processing,0.9166666666666666,CVPR2024_619_fulln.csv,Yes
Vincent Sitzmann,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.7333333333333334,CVPR2024_619_fulln.csv,Yes
Vivienne Sze,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,CVPR2024_619_fulln.csv,Yes
Vladimir Kolmogorov,IST Austria,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Vladimir Vapnik,Columbia University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Volker Blanz,University of Siegen,CVPR,Computer Vision & Image Processing,3.0,CVPR2024_619_fulln.csv,Yes
Volodya Vovk,Royal Holloway University of London,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_619_fulln.csv,Yes
Wangmeng Zuo,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,1.3333333333333337,CVPR2024_619_fulln.csv,Yes
Wei-Lun Chao,Ohio State University,CVPR,Computer Vision & Image Processing,0.75,CVPR2024_619_fulln.csv,Yes
Wei-Ying Ma,City University of Hong Kong,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Weigang Zhang,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,CVPR2024_619_fulln.csv,Yes
Weiming Hu,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Weisheng Dong,Xidian University,CVPR,Computer Vision & Image Processing,0.3666666666666667,CVPR2024_619_fulln.csv,Yes
Weiwei Xu,Zhejiang University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Weiyang Liu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.5277777777777778,CVPR2024_619_fulln.csv,Yes
Wen-Huang Cheng,National Taiwan University,CVPR,Computer Vision & Image Processing,0.6666666666666666,CVPR2024_619_fulln.csv,Yes
Wengong Jin,Northeastern University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Wenhu Chen,University of Waterloo,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Wenqing Zhang,Fudan University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Wenrui Dai,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Wenzel Jakob,EPFL,CVPR,Computer Vision & Image Processing,1.35,CVPR2024_619_fulln.csv,Yes
Wenzheng Chen,Peking University,CVPR,Computer Vision & Image Processing,0.2222222222222222,CVPR2024_619_fulln.csv,Yes
William A. P. Smith,University of York,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
William T. Freeman,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.7428571428571429,CVPR2024_619_fulln.csv,Yes
William Yang Wang,Univ. of California - Santa Barbara,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Wojciech Jarosz,Dartmouth College,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Wojciech Matusik,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,1.0357142857142856,CVPR2024_619_fulln.csv,Yes
Xavier Bresson,National University of Singapore,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Xiangyu Xu 0002,Xi'an Jiaotong University,CVPR,Computer Vision & Image Processing,0.45,CVPR2024_619_fulln.csv,Yes
Xiaodan Liang,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.4345238095238095,CVPR2024_619_fulln.csv,Yes
Xiaohu Guo,University of Texas at Dallas,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Xiaohua Xie,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Xiaojun Chang,University of Technology Sydney,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Xiaoou Tang,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,1.1666666666666663,CVPR2024_619_fulln.csv,Yes
Xiaopeng Fan,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Xiaotong Tu,Xiamen University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Xiatian Zhu,University of Surrey,CVPR,Computer Vision & Image Processing,0.4242424242424242,CVPR2024_619_fulln.csv,Yes
Xihui Liu,University of Hong Kong,CVPR,Computer Vision & Image Processing,0.3611111111111111,CVPR2024_619_fulln.csv,Yes
Xingang Pan,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.8166666666666667,CVPR2024_619_fulln.csv,Yes
Xinghao Ding,Xiamen University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Xinxin Zuo,Concordia University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_619_fulln.csv,Yes
Xiujuan Chai,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Xiumei Wang,Xidian University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Xun Cao,Nanjing University,CVPR,Computer Vision & Image Processing,0.3095238095238095,CVPR2024_619_fulln.csv,Yes
Yagiz Aksoy,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Yair Weiss,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,1.1666666666666663,CVPR2024_619_fulln.csv,Yes
Yan Wang 0015,Sichuan University,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Yaniv Romano,Technion,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Yanlin Weng,Zhejiang University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_619_fulln.csv,Yes
Yanwei Fu 0001,Fudan University,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Yaoliang Yu,University of Waterloo,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yaron Lipman,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,3.7,CVPR2024_619_fulln.csv,Yes
Yasutaka Furukawa,Simon Fraser University,CVPR,Computer Vision & Image Processing,1.55,CVPR2024_619_fulln.csv,Yes
Yasuyuki Matsushita,Osaka University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Yefeng Zheng 0001,Westlake University,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_619_fulln.csv,Yes
Yen-Yu Lin,National Chiao Tung University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yi-Zhe Song,University of Surrey,CVPR,Computer Vision & Image Processing,1.119047619047619,CVPR2024_619_fulln.csv,Yes
Yichao Yan,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yike Guo,HKUST,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yilun Du,Harvard University,CVPR,Computer Vision & Image Processing,1.4666666666666666,CVPR2024_619_fulln.csv,Yes
Yinghuan Shi,Nanjing University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yinqiang Zheng,University of Tokyo,CVPR,Computer Vision & Image Processing,2.0,CVPR2024_619_fulln.csv,Yes
Yipeng Qin,Cardiff University,CVPR,Computer Vision & Image Processing,8.333333333333332,CVPR2024_619_fulln.csv,Yes
Yiying Tong,Michigan State University,CVPR,Computer Vision & Image Processing,0.7333333333333333,CVPR2024_619_fulln.csv,Yes
Yoav Goldberg,Bar-Ilan University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Yoichi Sato,University of Tokyo,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_619_fulln.csv,Yes
Yong Jae Lee,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.625,CVPR2024_619_fulln.csv,Yes
Yong-Sheng Chen,National Chiao Tung University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Yonghong Tian 0001,Peking University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yongxin Yang,Queen Mary University of London,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yongzhen Huang,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.8666666666666667,CVPR2024_619_fulln.csv,Yes
Yoshua Bengio,University of Montreal,CVPR,Computer Vision & Image Processing,5.3004329004329,CVPR2024_619_fulln.csv,Yes
Yossi Adi,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Youngjung Uh,Yonsei University,CVPR,Computer Vision & Image Processing,1.4833333333333334,CVPR2024_619_fulln.csv,Yes
Youyi Zheng,Zhejiang University,CVPR,Computer Vision & Image Processing,0.3666666666666667,CVPR2024_619_fulln.csv,Yes
Yu Xiang 0001,University of Texas at Dallas,CVPR,Computer Vision & Image Processing,0.0833333333333333,CVPR2024_619_fulln.csv,Yes
Yu Zang,Xiamen University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yu-Kun Lai,Cardiff University,CVPR,Computer Vision & Image Processing,0.575,CVPR2024_619_fulln.csv,Yes
Yu-Wing Tai,Dartmouth College,CVPR,Computer Vision & Image Processing,1.0333333333333332,CVPR2024_619_fulln.csv,Yes
Yuan-Fang Wang,Univ. of California - Santa Barbara,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Yuankai Qi,Macquarie University,CVPR,Computer Vision & Image Processing,0.2539682539682539,CVPR2024_619_fulln.csv,Yes
Yuanzhi Li,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.8428571428571427,CVPR2024_619_fulln.csv,Yes
Yue Wang 0041,University of Southern California,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yuexin Ma,ShanghaiTech University,CVPR,Computer Vision & Image Processing,1.5583333333333331,CVPR2024_619_fulln.csv,Yes
Yunbo Zhang,Rochester Institute of Technology,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yunchao Wei,Beijing Jiaotong University,CVPR,Computer Vision & Image Processing,0.7261904761904762,CVPR2024_619_fulln.csv,Yes
Yung-Yu Chuang,National Taiwan University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Yunhai Tong,Peking University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Yuri Boykov,University of Waterloo,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Yuta Nakashima,Osaka University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Yuval Elovici,Ben-Gurion University of the Negev,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Yuyin Zhou,Univ. of California - Santa Cruz,CVPR,Computer Vision & Image Processing,0.2222222222222222,CVPR2024_619_fulln.csv,Yes
Zeynep Akata,TU Munich,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Zezhou Cheng,University of Virginia,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Zhangyang Wang,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.9857142857142857,CVPR2024_619_fulln.csv,Yes
Zhaofei Yu,Peking University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Zhenzhong Chen,Wuhan University,CVPR,Computer Vision & Image Processing,0.8666666666666667,CVPR2024_619_fulln.csv,Yes
Zhijian Liu,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.3666666666666667,CVPR2024_619_fulln.csv,Yes
Zhijie Deng,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_619_fulln.csv,Yes
Zhiqiang Shen,MBZUAI,CVPR,Computer Vision & Image Processing,0.4166666666666666,CVPR2024_619_fulln.csv,Yes
Zhiyuan Li 0005,TTI Chicago,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Zhongfei Zhang,Binghamton University,CVPR,Computer Vision & Image Processing,0.4761904761904761,CVPR2024_619_fulln.csv,Yes
Zhouhui Lian,Peking University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Zhuowen Tu,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.6190476190476191,CVPR2024_619_fulln.csv,Yes
Ziqiang Cao,Soochow University,CVPR,Computer Vision & Image Processing,0.2678571428571428,CVPR2024_619_fulln.csv,Yes
Ziwei Liu 0002,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_619_fulln.csv,Yes
Ziyu Chen,Chongqing University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_619_fulln.csv,Yes
Zongben Xu,Xi'an Jiaotong University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Zoran Popovic,University of Washington,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_619_fulln.csv,Yes
Zsolt Kira,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_619_fulln.csv,Yes
Aaron C. Courville,University of Montreal,CVPR,Computer Vision & Image Processing,0.4242424242424242,CVPR2023_620_fulln.csv,Yes
Aaron F. Bobick,Washington University in St. Louis,CVPR,Computer Vision & Image Processing,0.5,CVPR2023_620_fulln.csv,Yes
Abdeslam Boularias,Rutgers University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2023_620_fulln.csv,Yes
Abhijeet Ghosh,Imperial College London,CVPR,Computer Vision & Image Processing,0.3095238095238095,CVPR2023_620_fulln.csv,Yes
Abhinav Shrivastava,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,1.0333333333333332,CVPR2023_620_fulln.csv,Yes
Adam Finkelstein,Princeton University,CVPR,Computer Vision & Image Processing,0.25,CVPR2023_620_fulln.csv,Yes
